TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,anomaly_score,is_fraud,TransactionAmountBin,TransactionHour,TransactionDay,TransactionWeekday,TimeSinceLastTransaction,anomaly
175.07,1,7,364,134,90,1,26,3,169,1,1040.25,1,0,1,17,4,0,-10238.365277777777,0
7.31,1,19,59,175,27,1,78,2,282,1,5757.67,1,0,0,16,26,0,-11920.051111111112,0
175.15,1,11,354,173,89,0,27,3,32,1,1712.65,1,0,1,17,9,3,-8655.117777777778,0
32.54,1,28,7,416,21,2,25,3,183,4,1544.88,1,0,0,16,4,1,-11727.690555555555,0
121.82,1,9,525,421,31,2,60,0,119,1,13293.83,1,0,1,18,8,4,-10141.787777777778,0
56.12,1,12,416,28,48,0,30,0,102,1,8839.67,1,0,0,18,13,2,-10021.326388888889,0
424.7,0,24,65,468,31,2,56,2,178,1,6239.89,1,0,3,17,30,0,-15446.519722222221,0
35.16,1,6,74,283,28,1,32,1,130,1,8459.18,1,0,0,17,25,2,-9014.336388888889,0
35.73,1,24,673,317,27,1,65,0,87,1,9073.17,1,0,0,16,12,0,-12255.385,0
3.44,1,13,374,439,3,0,78,2,108,1,7561.33,1,0,0,17,19,3,-15710.797222222222,0
1342.25,0,13,623,380,31,1,21,3,235,1,694.03,1,0,3,18,28,4,-13333.934722222222,0
139.03,0,20,347,134,75,2,50,1,81,1,2276.57,1,0,1,18,30,2,-10358.18888888889,0
254.92,0,35,86,291,63,0,28,1,169,1,2791.12,1,0,2,16,18,0,-9904.053333333333,0
115.11,1,0,612,264,10,2,28,1,139,1,9808.97,1,0,1,17,5,4,-13166.59888888889,0
171.11,1,37,168,467,83,0,57,2,171,1,6324.09,1,0,1,16,15,0,-12927.271111111111,0
168.54,1,28,452,61,63,0,70,0,142,2,13406.0,1,0,1,16,2,3,-15375.916944444445,0
420.76,1,24,317,521,53,1,51,2,76,1,6581.55,1,0,3,16,23,3,-14872.0675,0
408.46,1,33,649,306,57,1,64,2,28,1,3140.79,1,0,2,16,1,2,-14727.842777777778,0
1162.42,0,11,151,490,8,2,30,0,45,1,10357.26,1,0,3,16,23,2,-10527.5575,0
342.17,0,27,515,569,32,1,21,3,247,1,461.83,1,0,2,16,14,3,-7815.980555555556,0
580.71,1,30,198,53,45,0,53,1,95,1,5670.0,1,0,3,16,20,2,-9855.551666666666,0
821.54,0,1,140,260,43,1,79,2,36,1,4040.32,1,0,3,18,22,1,-10550.011388888888,0
253.47,1,1,373,543,76,1,20,3,238,1,220.51,1,0,2,17,14,2,-12207.017777777777,0
22.81,1,27,64,540,82,2,62,2,75,1,3634.76,1,0,0,17,29,0,-12590.24888888889,0
266.57,0,4,57,113,25,2,39,1,96,1,7180.48,1,0,2,17,3,0,-11750.169722222223,0
374.61,0,23,55,398,78,2,75,2,37,1,1389.71,1,0,2,18,29,1,-10381.68,0
339.35,0,4,97,288,83,0,78,2,70,1,5002.7,1,0,2,16,3,4,-15351.991666666667,0
810.36,1,8,378,109,80,0,20,3,67,1,9239.12,1,0,3,16,17,1,-15759.137777777778,0
9.83,1,22,53,332,3,0,24,3,86,1,666.42,1,0,0,17,24,0,-11247.079444444444,0
135.57,0,4,219,133,72,1,51,0,116,1,11351.64,1,0,1,17,14,2,-12206.902777777777,0
340.05,1,11,191,190,37,0,43,1,37,1,7234.15,1,0,2,17,27,4,-8966.680555555555,0
283.45,1,7,384,79,38,1,27,1,127,1,2049.51,1,0,2,17,17,1,-9206.734444444444,0
100.99,1,27,451,25,77,0,68,0,114,1,8865.27,1,0,1,16,29,0,-12591.811944444444,0
90.88,1,0,434,285,70,1,18,3,176,1,3908.47,1,0,1,16,20,0,-14943.306666666667,0
655.15,1,39,606,28,82,0,26,1,264,1,5587.44,1,0,3,16,2,0,-16119.739166666666,0
320.55,1,25,532,297,40,2,50,1,118,1,438.75,1,0,2,17,1,0,-13262.940833333334,0
41.51,1,31,668,173,83,2,28,3,48,1,609.6,1,0,0,16,4,2,-9519.405833333334,0
71.53,0,17,405,29,29,1,68,2,39,1,2393.73,1,0,0,16,30,0,-8895.37638888889,0
467.13,0,18,24,185,95,1,54,2,45,1,3914.84,1,0,3,17,28,3,-9662.808888888889,0
235.4,1,11,139,517,37,1,28,3,70,1,818.36,1,0,2,17,26,1,-9711.13,0
159.32,1,39,431,410,32,1,18,3,100,1,304.44,1,0,1,18,16,0,-15781.221944444444,0
50.83,0,30,406,264,75,2,30,0,48,1,9553.42,1,0,0,16,18,0,-7720.064444444444,0
56.89,0,15,118,390,61,1,59,1,56,1,3034.67,1,0,0,18,3,4,-15350.09888888889,0
20.22,1,17,121,212,2,0,43,1,138,1,5515.32,1,0,0,18,10,4,-14509.670277777777,0
50.4,1,35,548,432,78,1,36,0,84,1,1677.01,1,0,0,17,27,0,-14103.075833333334,0
73.88,1,20,390,93,8,1,53,2,131,1,4055.55,1,0,0,17,8,0,-13094.426388888889,0
119.61,1,36,100,591,16,0,33,0,53,1,9899.94,1,0,1,16,14,1,-14415.774166666666,0
1241.05,1,24,103,163,88,1,18,3,129,1,756.74,1,0,3,16,21,1,-8367.751944444444,0
116.58,1,33,626,299,37,1,43,1,247,1,2620.74,1,0,1,16,31,3,-10335.475555555555,0
1919.11,1,32,186,321,32,0,30,0,161,1,11090.24,1,0,3,17,27,1,-11894.367222222223,0
391.96,1,26,437,72,31,0,64,2,79,1,2174.16,1,0,2,16,19,0,-12087.746944444445,0
156.26,0,41,132,456,58,1,46,1,160,1,7854.1,1,0,1,17,2,0,-16118.329166666666,0
427.0,0,28,609,238,64,1,49,1,163,1,8253.65,1,0,3,17,31,0,-11079.050277777778,0
443.68,1,40,385,174,11,0,18,3,137,1,874.15,1,0,3,18,25,1,-13405.198333333334,0
101.76,1,30,359,528,70,1,31,0,26,1,6043.25,1,0,1,17,20,0,-14942.728888888889,0
67.57,1,5,481,195,92,1,37,1,107,1,2766.12,1,0,0,16,17,3,-10671.443611111112,0
326.29,1,10,180,483,24,2,56,1,179,1,8171.26,1,0,2,17,6,2,-8007.0025,0
158.56,1,34,26,350,86,0,33,0,100,1,5401.21,1,0,1,17,28,1,-14750.709722222222,0
56.02,1,22,440,543,2,2,27,3,142,1,3548.02,1,0,0,17,19,0,-12086.291388888889,0
288.28,1,32,125,267,86,2,27,3,36,1,160.83,1,0,2,17,17,1,-15758.919166666667,0
245.67,0,32,95,387,87,1,24,3,107,1,752.25,1,0,2,18,2,0,-16117.54388888889,0
152.18,0,20,617,423,92,2,39,1,176,4,2459.84,1,0,1,16,7,0,-10911.224444444444,0
114.35,0,12,257,276,24,1,41,1,21,1,469.12,1,0,1,16,27,0,-8223.898333333333,0
373.27,0,24,88,404,52,2,61,0,79,1,8441.61,1,0,2,18,18,1,-11390.059166666666,0
504.63,1,32,127,524,67,2,60,1,168,1,3806.16,1,0,3,17,13,0,-8559.011111111111,0
126.22,1,1,92,566,80,0,46,1,77,4,6133.41,1,0,1,16,4,3,-13191.707222222221,0
820.15,1,18,273,83,92,1,47,0,181,1,8802.97,1,0,3,16,18,0,-7719.6258333333335,0
986.81,0,15,91,127,38,2,68,0,127,1,14881.77,1,0,3,16,31,4,-14007.27611111111,0
8.37,1,7,410,121,10,0,63,2,135,1,1106.34,1,0,0,16,12,3,-15879.832222222221,0
197.49,0,14,629,202,6,2,53,2,30,1,5005.33,1,0,1,16,3,0,-11751.49861111111,0
637.97,1,27,626,16,65,1,58,2,90,1,7949.03,1,0,3,17,23,0,-9062.843888888889,0
13.52,1,39,567,202,0,0,26,3,65,1,259.77,1,0,0,16,15,0,-12927.250555555556,0
432.1,1,37,257,237,47,0,49,1,240,1,2114.3,1,0,3,16,20,0,-14271.699722222222,0
375.17,1,13,220,38,52,0,51,1,66,2,5495.3,1,0,2,17,8,3,-12350.8425,0
642.68,1,14,261,468,33,1,50,0,94,1,8461.46,1,0,3,16,17,4,-15015.190833333334,0
78.44,0,38,460,403,32,2,52,2,292,1,6870.84,1,0,0,17,21,1,-8366.7525,0
139.72,1,22,499,357,32,1,49,1,201,1,5058.83,1,0,1,17,16,0,-15782.256666666666,0
499.99,1,38,98,566,45,1,31,1,296,1,8885.0,1,0,3,16,2,2,-11032.13,0
10.07,1,0,477,368,28,2,24,3,49,1,530.81,1,0,0,16,17,1,-15759.354444444445,0
120.62,1,33,23,94,86,0,23,3,85,1,9379.53,1,0,1,16,27,0,-14775.49111111111,0
578.49,1,26,448,280,31,1,59,2,180,1,6475.13,1,0,3,17,16,0,-9230.333055555555,0
119.3,1,23,579,567,57,1,34,1,22,5,319.04,1,0,1,16,28,0,-10408.000277777777,0
280.92,1,31,309,70,47,2,41,0,168,1,5298.85,1,0,2,18,1,0,-7381.7475,0
42.42,1,34,67,489,41,2,21,3,102,1,490.57,1,0,0,17,1,3,-12518.820555555556,0
77.03,1,14,661,72,29,0,67,0,259,1,11310.27,1,0,0,16,19,0,-12087.170277777777,0
22.59,1,39,47,43,59,0,62,2,45,1,3988.75,1,0,0,16,27,0,-14103.929444444444,0
568.76,1,3,215,493,96,0,51,2,155,1,7484.32,1,0,3,16,9,0,-9399.388611111111,0
25.94,0,38,226,428,2,2,58,2,211,5,4815.11,-1,1,0,18,16,0,-9229.218611111111,1
105.94,1,28,515,176,73,1,51,1,207,1,5963.1,1,0,1,16,7,0,-10912.117777777778,0
733.29,1,41,598,173,31,0,52,0,94,5,10427.0,-1,1,3,18,15,2,-14389.415555555555,1
350.15,0,14,228,28,51,0,21,3,195,1,296.47,1,0,2,16,27,0,-8223.836666666666,0
1151.18,1,18,203,516,54,0,65,0,105,1,1100.06,1,0,3,17,25,4,-10478.676388888889,0
183.67,1,36,182,525,84,2,19,3,238,1,910.26,1,0,1,16,26,0,-11919.993333333334,0
278.27,1,40,139,559,26,1,29,0,123,1,6684.34,1,0,2,16,10,0,-13767.3675,0
470.3,1,2,675,426,90,0,40,0,88,1,8524.09,1,0,3,18,12,1,-10045.354166666666,0
261.69,1,30,115,289,41,0,53,2,84,1,5126.65,1,0,2,17,27,0,-8222.662222222221,0
365.04,1,41,226,557,2,1,22,3,94,1,873.89,1,0,2,16,6,0,-14607.703055555556,0
211.1,1,24,633,262,69,1,57,2,136,1,7059.77,1,0,1,16,14,3,-9999.136944444444,0
21.49,1,10,106,487,49,0,58,0,240,1,11991.24,1,0,0,16,4,3,-13191.280833333334,0
63.58,1,8,80,189,92,0,18,3,199,1,8086.04,1,0,0,17,11,0,-10070.478333333333,0
321.86,1,35,537,117,4,0,63,0,167,1,12626.49,1,0,2,16,24,0,-11247.67888888889,0
12.11,1,17,560,471,37,1,75,2,127,1,1730.28,1,0,0,16,12,1,-7863.828611111111,0
642.54,1,25,643,199,24,1,44,1,28,1,3143.17,1,0,3,18,10,2,-13045.354722222222,0
210.45,1,19,530,123,10,0,27,3,146,1,1242.49,1,0,1,16,11,0,-7887.321944444445,0
313.65,0,6,280,473,16,1,55,2,173,1,1886.36,1,0,2,16,30,0,-15448.045,0
99.76,1,34,484,411,38,1,26,3,131,1,416.89,1,0,1,16,7,0,-10911.746944444445,0
115.32,1,10,643,334,74,1,53,2,113,1,5929.08,1,0,1,17,25,1,-11222.74138888889,0
33.61,1,25,114,120,13,2,23,3,72,1,479.08,1,0,0,17,21,0,-10574.727777777778,0
498.59,0,28,586,577,31,2,33,0,32,1,5862.99,1,0,3,16,30,0,-15447.775555555556,0
98.81,1,37,415,413,46,1,27,3,91,1,797.1,1,0,1,16,4,0,-10239.332777777778,0
1.87,1,42,161,388,13,0,65,2,147,1,7287.94,1,0,0,18,20,4,-9133.585277777778,0
78.92,0,17,116,144,74,2,59,1,95,1,5624.86,1,0,0,18,15,3,-12181.179444444444,0
194.29,0,39,297,177,58,1,39,1,10,1,2988.41,1,0,1,16,23,0,-15616.054166666667,0
28.73,1,18,369,580,15,0,53,1,185,1,2712.96,1,0,0,16,31,1,-8871.944444444445,0
105.53,1,7,2,463,25,2,24,3,88,1,1433.66,1,0,1,16,16,4,-12159.565,0
737.34,1,24,40,574,5,2,30,0,34,1,7336.56,1,0,3,17,20,0,-14270.378888888888,0
237.86,1,30,266,97,43,0,18,3,210,1,475.63,1,0,2,17,6,0,-15278.361388888889,0
409.61,1,18,598,288,23,1,65,0,89,1,11698.15,1,0,2,16,26,2,-11200.074444444444,0
75.53,0,14,579,465,8,2,21,3,157,1,1034.35,1,0,0,17,21,0,-10574.518333333333,0
72.75,1,31,398,18,66,0,64,0,15,1,12042.79,1,0,0,16,1,0,-13263.621111111112,0
39.11,1,8,235,284,51,2,26,3,143,1,518.54,1,0,0,18,1,4,-10310.047222222222,0
1309.79,1,37,245,385,3,0,23,3,139,1,1258.93,1,0,3,16,6,0,-14607.625277777777,0
729.38,1,20,428,591,92,0,68,0,90,1,9127.65,1,0,3,17,14,1,-8534.7425,0
137.49,1,13,156,430,39,0,34,1,50,1,4471.05,1,0,1,16,26,2,-11199.215555555556,0
504.71,1,11,8,370,59,2,29,1,61,1,6214.54,1,0,3,18,10,0,-13765.679444444444,0
371.47,0,25,641,395,96,1,24,3,58,1,1187.04,1,0,2,16,30,1,-12567.86638888889,0
430.35,1,5,94,348,6,2,36,0,205,1,354.9,1,0,3,17,20,0,-14942.796666666667,0
230.32,1,19,264,448,14,1,35,1,56,1,791.46,1,0,2,18,15,0,-12925.88361111111,0
121.71,1,6,654,523,14,0,52,2,140,1,5878.89,1,0,1,17,5,1,-10215.15,0
98.87,1,11,57,355,59,2,20,3,179,1,533.2,1,0,1,17,3,1,-16094.264166666666,0
117.55,1,14,86,416,45,0,24,3,35,1,897.94,1,0,1,16,19,4,-12831.601666666667,0
244.64,1,40,168,505,71,1,30,0,103,1,9159.56,1,0,2,18,21,1,-14917.420555555556,0
321.93,1,26,82,437,91,0,45,1,12,1,4392.73,1,0,2,18,4,0,-8053.677777777778,0
1092.73,1,8,668,470,63,1,58,2,11,1,1390.98,1,0,3,17,23,0,-15614.7225,0
283.23,1,12,675,131,60,2,40,1,98,1,2008.77,1,0,2,16,6,0,-15279.314722222221,0
346.65,1,42,76,431,61,2,30,1,60,1,6356.96,1,0,2,16,1,0,-7383.829166666666,0
381.62,1,19,650,249,96,2,64,2,164,1,6009.12,1,0,2,16,27,4,-15519.521666666667,0
388.65,1,28,276,423,64,0,76,2,43,1,7896.85,1,0,2,16,21,1,-14920.095,0
29.22,1,35,417,433,67,0,24,3,151,1,1649.43,1,0,0,18,6,3,-11677.882777777777,0
46.75,1,7,453,285,77,1,67,2,150,1,2840.43,1,0,0,17,31,0,-11078.530277777778,0
348.64,1,38,215,94,97,2,57,2,128,1,3274.96,1,0,2,17,9,4,-12326.986944444445,0
319.17,1,40,429,512,87,2,73,2,81,1,6501.56,1,0,2,16,11,2,-15903.179722222223,0
73.95,1,18,325,481,11,0,26,3,76,1,363.92,1,0,0,16,3,4,-8799.460277777778,0
389.63,1,23,625,155,99,2,27,1,99,1,9748.48,1,0,2,16,16,3,-15039.81361111111,0
217.61,1,6,168,346,24,0,19,3,45,1,1404.53,1,0,2,17,16,3,-14366.560277777779,0
199.84,1,9,318,443,81,0,21,3,150,1,706.44,1,0,1,16,16,0,-15784.127777777778,0
56.35,1,5,259,199,32,0,44,0,75,1,5095.73,1,0,0,16,9,3,-15207.976666666667,0
248.95,0,37,439,413,67,1,65,2,29,1,3059.79,1,0,2,16,16,4,-12159.8325,0
142.58,1,35,627,109,47,0,33,1,145,1,7844.23,1,0,1,16,19,0,-12087.765277777778,0
1020.73,1,13,656,199,86,0,28,3,87,1,1119.61,1,0,3,16,24,0,-11247.490555555556,0
84.34,1,22,476,301,38,2,58,2,248,3,5313.97,1,0,1,16,8,3,-12351.693055555555,0
1607.55,1,31,69,582,30,0,31,1,156,1,6227.99,1,0,3,16,7,3,-10167.675,0
333.78,1,36,429,451,56,0,60,2,98,1,6810.94,1,0,2,17,30,3,-8150.233888888889,0
332.59,1,35,159,197,59,2,55,2,143,1,1457.07,1,0,2,17,13,3,-11510.314444444444,0
236.81,1,28,266,255,12,1,22,3,15,1,813.68,1,0,2,16,26,3,-8991.123055555556,0
417.8,0,30,610,451,65,1,27,3,130,1,1518.82,1,0,3,16,26,0,-11919.800833333333,0
319.27,1,35,168,335,51,0,50,0,150,1,10269.78,1,0,2,16,7,0,-10911.288888888888,0
384.1,1,11,480,294,3,1,42,1,172,1,672.79,1,0,2,18,24,2,-12709.645555555555,0
820.62,0,14,602,442,83,1,61,0,158,1,6024.8,1,0,3,17,3,4,-14678.808055555555,0
474.77,0,16,45,15,72,2,56,1,50,1,2158.59,1,0,3,16,25,0,-7551.671111111111,0
542.72,0,16,556,400,99,1,43,0,92,1,6011.8,1,0,3,18,4,0,-10237.515555555556,0
79.8,1,13,461,257,69,0,73,2,76,1,6372.58,1,0,0,17,22,4,-7622.820555555556,0
46.24,1,36,573,534,42,1,57,1,52,1,2569.56,1,0,0,16,13,0,-14440.027222222223,0
327.8,1,37,500,567,53,0,61,0,54,1,10585.48,1,0,2,17,23,3,-8318.413611111111,0
445.79,1,19,298,321,51,0,52,0,161,1,717.99,1,0,3,17,7,4,-11654.87388888889,0
55.89,1,14,446,225,25,2,72,2,150,1,3689.65,1,0,0,16,17,3,-10671.284166666666,0
158.41,1,34,120,253,12,1,28,3,16,1,1512.16,1,0,1,16,9,3,-15207.684722222222,0
101.19,0,10,507,534,32,2,64,0,75,1,14389.45,1,0,1,18,29,2,-8173.5175,0
827.14,1,12,625,343,17,1,36,1,265,4,9800.21,1,0,3,17,17,1,-15758.716944444444,0
61.97,1,31,470,6,55,0,74,2,95,1,7014.69,1,0,0,18,22,0,-12757.423333333334,0
27.21,1,38,680,380,49,0,79,2,102,1,3520.61,1,0,0,16,14,2,-12207.531944444445,0
173.74,1,15,125,181,73,2,80,2,64,1,4913.42,1,0,1,17,8,4,-10142.391666666666,0
176.11,1,38,549,557,90,1,38,1,105,1,9155.35,1,0,1,16,10,3,-10839.359722222222,0
88.4,1,13,110,38,64,2,46,1,174,1,2567.53,1,0,1,18,10,4,-8630.12611111111,0
567.92,1,8,346,338,41,2,53,2,14,1,3779.47,1,0,3,16,20,1,-12063.75138888889,0
138.11,0,31,221,299,0,2,68,2,104,1,4177.65,1,0,1,17,11,0,-7886.633888888889,0
456.93,0,41,570,342,5,1,28,1,193,1,7284.76,1,0,3,16,26,1,-9711.84888888889,0
101.42,1,1,190,40,35,2,66,2,146,1,6530.59,1,0,1,17,25,1,-13407.201944444445,0
300.61,1,12,84,195,5,2,44,0,51,1,7895.54,1,0,2,17,1,0,-13262.836111111112,0
265.94,1,4,564,22,84,2,54,1,132,1,6781.3,1,0,2,16,5,0,-12423.925,0
345.54,1,36,53,343,49,2,29,1,50,1,2091.78,1,0,2,16,24,1,-15592.091388888888,0
411.52,1,20,477,459,22,0,41,0,88,1,11108.39,1,0,2,17,10,1,-15926.4825,0
111.21,1,32,386,344,75,1,35,0,111,1,9088.36,1,0,1,18,21,0,-10573.591944444444,0
316.37,1,7,581,352,87,0,53,1,86,1,4671.69,1,0,2,17,28,0,-10406.561944444444,0
260.63,1,13,547,406,4,1,37,1,142,1,7534.73,1,0,2,18,20,2,-7669.172777777778,0
92.36,1,9,580,385,91,0,29,1,144,1,6353.14,1,0,1,16,27,0,-14103.3225,0
262.06,1,28,393,434,28,1,63,0,118,1,13587.52,1,0,2,16,11,0,-10072.01888888889,0
64.5,1,10,75,232,61,0,74,2,230,1,1351.24,1,0,0,18,17,3,-10669.603333333333,0
253.55,1,17,110,427,6,0,28,1,85,5,2797.26,1,0,2,16,11,2,-15903.20388888889,0
408.28,0,26,618,118,27,1,21,3,125,3,1222.77,1,0,2,16,15,2,-14391.616944444444,0
175.94,1,16,423,441,43,0,57,2,89,1,3728.04,1,0,1,16,5,0,-12423.849444444444,0
199.47,1,11,568,548,40,2,57,0,142,1,6067.44,1,0,1,16,14,0,-10743.67888888889,0
51.07,1,9,112,186,16,1,63,2,133,1,4292.16,1,0,0,18,23,0,-15614.087222222222,0
435.86,1,17,455,134,74,0,56,2,134,1,3801.82,1,0,3,17,29,4,-7454.858333333334,0
74.73,0,17,549,570,8,1,64,2,162,1,6353.22,1,0,0,17,30,0,-15446.846666666666,0
182.79,0,21,482,405,12,2,23,3,14,1,1251.85,1,0,1,16,25,2,-9015.760833333334,0
628.36,1,2,400,284,4,2,44,0,108,1,11869.71,1,0,3,16,20,4,-15687.965277777777,0
268.39,1,35,218,540,20,2,29,0,177,1,9409.43,1,0,2,18,21,1,-14917.978611111112,0
362.27,1,17,72,507,50,0,80,2,47,1,6003.59,1,0,2,16,11,3,-13023.515833333333,0
560.15,0,22,476,577,58,2,50,1,92,1,817.83,1,0,3,18,14,0,-10742.154166666667,0
351.99,1,6,496,145,0,0,80,2,45,2,3663.64,1,0,2,16,12,0,-12255.221944444444,0
132.36,1,7,198,425,93,1,28,3,160,1,319.65,1,0,1,17,13,0,-14439.135555555555,0
24.77,0,26,434,365,1,2,40,1,17,1,478.23,1,0,0,16,1,2,-8847.189444444444,0
668.67,1,11,662,243,18,2,44,0,143,4,13446.81,-1,1,3,17,7,1,-8702.473333333333,1
80.24,0,27,586,266,15,1,53,0,58,1,8012.81,1,0,0,17,19,4,-12830.725277777778,0
8.65,1,23,103,348,59,0,68,2,198,1,4201.22,1,0,0,16,20,0,-8391.721111111112,0
178.91,1,29,40,404,34,0,18,3,19,1,8870.89,1,0,1,16,15,2,-14391.500555555556,0
115.22,1,37,181,521,62,1,27,1,108,1,906.2,1,0,1,17,8,4,-7959.059444444444,0
161.63,1,38,606,400,76,2,46,0,276,1,9286.37,1,0,1,16,25,0,-7551.593611111111,0
542.75,0,26,621,545,44,1,70,2,63,1,2224.08,1,0,3,18,7,3,-7981.660277777778,0
317.47,0,34,59,62,82,2,67,0,16,1,14639.28,1,0,2,17,1,0,-13262.606666666667,0
280.99,1,15,359,28,95,1,45,1,29,1,9733.59,1,0,2,18,20,0,-14942.073055555555,0
24.19,1,36,97,245,60,0,29,1,28,1,2756.2,1,0,0,17,8,2,-15230.571666666667,0
586.85,1,23,498,248,13,0,36,0,86,1,6655.15,1,0,3,16,15,1,-10719.2475,0
372.41,1,36,350,339,87,0,55,2,143,1,3233.87,1,0,2,18,19,0,-12085.905,0
63.17,1,14,627,45,38,0,20,3,148,1,1676.57,1,0,0,18,25,1,-11221.639166666666,0
383.69,1,7,131,24,63,2,54,1,285,1,8371.11,1,0,2,17,31,1,-8871.065277777778,0
247.17,0,6,80,470,95,1,65,2,149,1,2611.64,1,0,2,17,22,0,-12758.146666666667,0
48.78,0,18,70,39,5,1,18,3,136,1,552.06,1,0,0,16,11,4,-10815.441666666668,0
4.15,0,29,208,197,18,1,60,2,119,1,6017.36,1,0,0,16,19,3,-9159.585833333333,0
60.99,1,28,631,453,36,1,34,1,58,1,7281.46,1,0,0,17,1,1,-11054.892777777777,0
408.19,1,23,355,261,37,1,26,1,241,1,6847.47,1,0,2,16,15,4,-7791.339166666667,0
524.6,1,12,575,434,1,1,58,0,76,1,13017.7,1,0,3,17,7,4,-13838.536666666667,0
108.96,1,25,234,451,69,0,26,3,247,1,7597.66,1,0,1,18,10,1,-9373.909166666666,0
70.03,1,26,4,276,72,1,63,2,49,1,7330.31,1,0,0,18,18,0,-7717.556111111111,0
124.84,1,21,620,232,50,2,52,2,79,1,6711.78,1,0,1,17,22,4,-9806.44611111111,0
324.04,1,41,622,11,42,0,54,2,30,1,2248.06,1,0,2,16,5,2,-11703.317222222222,0
39.69,1,2,522,357,88,2,70,2,163,1,3524.68,1,0,0,17,24,0,-13430.854722222222,0
157.7,0,29,74,326,18,1,58,1,46,1,8332.58,1,0,1,17,1,4,-8126.695833333333,0
81.27,0,39,222,306,50,2,22,3,68,1,1814.48,1,0,0,16,7,1,-8703.570277777777,0
193.82,1,18,514,170,41,1,37,1,176,1,3886.77,1,0,1,17,20,3,-13526.323055555555,0
16.73,1,29,640,316,21,2,79,2,165,1,7591.13,1,0,0,17,30,3,-8150.324444444444,0
474.05,1,38,623,369,30,0,57,2,214,1,1484.31,1,0,3,18,10,3,-10837.669166666667,0
39.21,1,24,58,20,92,0,66,0,245,4,9385.57,1,0,0,16,10,2,-13047.939166666667,0
637.75,1,9,544,242,27,1,79,2,152,1,4202.92,1,0,3,16,24,0,-11248.029444444444,0
153.59,0,32,262,314,0,1,66,2,174,1,4813.12,1,0,1,17,4,3,-13190.42888888889,0
186.6,1,40,537,240,85,1,18,3,139,1,9716.68,1,0,1,16,25,2,-9016.1225,0
644.08,1,1,362,473,17,2,24,3,55,1,1980.62,1,0,3,17,8,0,-13094.638333333334,0
226.66,1,2,624,174,0,1,41,0,168,1,10216.25,1,0,2,18,27,2,-7501.208888888889,0
305.0,1,31,590,294,2,0,22,3,222,1,944.83,1,0,2,17,12,3,-9326.772222222222,0
233.1,0,26,456,411,10,1,42,0,37,1,7469.2,1,0,2,17,16,0,-15782.714166666667,0
793.13,1,22,501,220,34,2,68,0,76,1,13389.16,1,0,3,16,10,2,-13047.527222222223,0
224.19,1,15,259,440,16,0,52,0,93,1,8475.47,1,0,2,16,21,3,-9831.415555555555,0
214.83,0,40,222,316,8,0,23,3,63,1,991.69,1,0,2,18,20,0,-14269.9875,0
163.46,0,3,148,414,36,1,63,2,111,1,6953.8,1,0,1,17,8,4,-10143.027222222223,0
194.99,1,17,427,220,96,1,34,1,91,1,1370.03,1,0,1,17,1,4,-8127.105555555556,0
23.4,1,12,78,520,26,0,46,0,175,4,14851.28,1,0,0,18,8,2,-15229.656944444445,0
227.5,1,34,221,93,54,2,34,0,277,1,11505.35,1,0,2,16,13,0,-14439.200555555555,0
259.9,1,28,534,111,82,2,26,3,100,1,914.28,1,0,2,16,22,3,-12015.979444444445,0
59.51,0,9,256,557,85,2,36,0,55,1,9955.88,1,0,0,16,4,1,-13911.998055555556,0
50.63,1,8,303,566,44,2,64,2,143,1,4732.81,1,0,0,16,24,2,-12711.853611111112,0
1074.95,1,17,654,203,88,1,20,3,91,1,530.86,1,0,3,16,2,4,-12495.34861111111,0
112.94,0,35,258,119,90,2,73,2,31,1,3807.84,1,0,1,17,24,4,-8294.525555555556,0
11.81,1,31,286,585,71,0,21,3,131,1,320.25,1,0,0,16,27,0,-14776.004166666668,0
329.14,1,34,153,481,17,1,55,0,14,1,12033.92,1,0,2,16,14,1,-8535.521666666667,0
154.24,1,23,127,357,48,0,61,2,82,1,6109.55,1,0,1,16,6,0,-8727.817222222222,0
233.44,1,6,322,409,36,2,20,3,297,1,1691.88,1,0,2,16,20,4,-15687.735,0
141.8,1,6,45,241,87,0,18,3,116,1,1697.67,1,0,1,18,15,2,-8509.208888888888,0
209.03,1,11,357,224,11,1,55,1,126,1,8359.5,1,0,1,18,9,0,-9397.83861111111,0
1137.63,1,3,477,338,73,0,26,3,144,1,1629.12,1,0,3,16,14,1,-15087.210277777778,0
261.14,1,35,212,245,39,0,42,1,162,1,6100.08,1,0,2,18,15,0,-12925.413611111111,0
101.81,1,13,204,176,86,0,45,0,105,1,13872.03,1,0,1,17,29,3,-11846.327222222222,0
98.71,1,13,268,529,69,0,32,0,117,1,10095.23,1,0,1,17,18,0,-9902.436944444444,0
87.38,1,1,344,385,53,1,21,3,252,1,1504.99,1,0,1,18,3,4,-14677.771111111111,0
83.39,1,29,68,97,41,1,32,0,158,1,13182.11,1,0,1,16,18,0,-9904.190555555555,0
267.55,1,5,136,214,83,2,46,1,40,1,4330.04,1,0,2,16,13,1,-12232.099444444444,0
870.05,1,12,96,538,76,0,29,0,39,1,905.25,1,0,3,16,31,3,-10335.478888888889,0
154.32,0,40,54,533,14,0,38,1,269,1,6972.5,1,0,1,16,1,0,-7383.303055555555,0
