TransactionAmount,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionAmountBin,TransactionHour,TransactionDay,TransactionWeekday,TimeSinceLastTransaction,anomaly
580.71,1,30,198,53,45,0,53,1,95,1,5670.0,3,0,1,3,4.169444444444444e-10,0
821.54,0,1,140,260,43,1,79,2,36,1,4040.32,3,0,1,3,3.422222222222222e-10,0
253.47,1,1,373,543,76,1,20,3,238,1,220.51,2,0,1,3,2.7555555555555557e-10,0
22.81,1,27,64,540,82,2,62,2,75,1,3634.76,0,0,1,3,2.466666666666667e-10,0
266.57,0,4,57,113,25,2,39,1,96,1,7180.48,2,0,1,3,3.275e-10,0
374.61,0,23,55,398,78,2,75,2,37,1,1389.71,2,0,1,3,3.6694444444444444e-10,0
339.35,0,4,97,288,83,0,78,2,70,1,5002.7,2,0,1,3,2.8333333333333332e-11,0
810.36,1,8,378,109,80,0,20,3,67,1,9239.12,3,0,1,3,1.7499999999999998e-11,0
9.83,1,22,53,332,3,0,24,3,86,1,666.42,0,0,1,3,3.3166666666666666e-10,0
135.57,0,4,219,133,72,1,51,0,116,1,11351.64,1,0,1,3,2.1722222222222223e-10,0
340.05,1,11,191,190,37,0,43,1,37,1,7234.15,2,0,1,3,5.452777777777778e-10,0
283.45,1,7,384,79,38,1,27,1,127,1,2049.51,2,0,1,3,5.063888888888889e-10,0
100.99,1,27,451,25,77,0,68,0,114,1,8865.27,1,0,1,3,2.2416666666666667e-10,0
90.88,1,0,434,285,70,1,18,3,176,1,3908.47,1,0,1,3,8.055555555555554e-11,0
655.15,1,39,606,28,82,0,26,1,264,1,5587.44,3,0,1,3,-1.3055555555555555e-11,0
320.55,1,25,532,297,40,2,50,1,118,1,438.75,2,0,1,3,1.8916666666666669e-10,0
41.51,1,31,668,173,83,2,28,3,48,1,609.6,0,0,1,3,4.277777777777778e-10,0
71.53,0,17,405,29,29,1,68,2,39,1,2393.73,0,0,1,3,4.769444444444445e-10,0
467.13,0,18,24,185,95,1,54,2,45,1,3914.84,3,0,1,3,5.011111111111111e-10,0
235.4,1,11,139,517,37,1,28,3,70,1,818.36,2,0,1,3,4.4277777777777777e-10,0
159.32,1,39,431,410,32,1,18,3,100,1,304.44,1,0,1,3,-3.833333333333333e-11,0
50.83,0,30,406,264,75,2,30,0,48,1,9553.42,0,0,1,3,6.050000000000001e-10,0
56.89,0,15,118,390,61,1,59,1,56,1,3034.67,0,0,1,3,3.333333333333333e-12,0
20.22,1,17,121,212,2,0,43,1,138,1,5515.32,0,0,1,3,1.3444444444444446e-10,0
50.4,1,35,548,432,78,1,36,0,84,1,1677.01,0,0,1,3,1.477777777777778e-10,0
73.88,1,20,390,93,8,1,53,2,131,1,4055.55,0,0,1,3,2.0333333333333335e-10,0
119.61,1,36,100,591,16,0,33,0,53,1,9899.94,1,0,1,3,1.2583333333333334e-10,0
1241.05,1,24,103,163,88,1,18,3,129,1,756.74,3,0,1,3,5.241666666666667e-10,0
116.58,1,33,626,299,37,1,43,1,247,1,2620.74,1,0,1,3,4.4527777777777776e-10,0
1919.11,1,32,186,321,32,0,30,0,161,1,11090.24,3,0,1,3,2.641666666666667e-10,0
391.96,1,26,437,72,31,0,64,2,79,1,2174.16,2,0,1,3,3.052777777777778e-10,0
156.26,0,41,132,456,58,1,46,1,160,1,7854.1,1,0,1,3,-4.694444444444444e-11,0
427.0,0,28,609,238,64,1,49,1,163,1,8253.65,3,0,1,3,3.711111111111111e-10,0
443.68,1,40,385,174,11,0,18,3,137,1,874.15,3,0,1,3,1.4666666666666665e-10,0
101.76,1,30,359,528,70,1,31,0,26,1,6043.25,1,0,1,3,1.6666666666666664e-11,0
67.57,1,5,481,195,92,1,37,1,107,1,2766.12,0,0,1,3,3.4472222222222226e-10,0
326.29,1,10,180,483,24,2,56,1,179,1,8171.26,2,0,1,3,5.772222222222222e-10,0
158.56,1,34,26,350,86,0,33,0,100,1,5401.21,1,0,1,3,4.305555555555556e-11,0
56.02,1,22,440,543,2,2,27,3,142,1,3548.02,0,0,1,3,2.886111111111111e-10,0
288.28,1,32,125,267,86,2,27,3,36,1,160.83,2,0,1,3,3.0555555555555556e-11,0
245.67,0,32,95,387,87,1,24,3,107,1,752.25,2,0,1,3,-1.777777777777778e-11,0
152.18,0,20,617,423,92,2,39,1,176,4,2459.84,1,0,1,3,3.2805555555555554e-10,0
114.35,0,12,257,276,24,1,41,1,21,1,469.12,1,0,1,3,5.602777777777777e-10,0
373.27,0,24,88,404,52,2,61,0,79,1,8441.61,2,0,1,3,3.627777777777778e-10,0
504.63,1,32,127,524,67,2,60,1,168,1,3806.16,3,0,1,3,5.730555555555555e-10,0
126.22,1,1,92,566,80,0,46,1,77,4,6133.41,1,0,1,3,2.0361111111111112e-10,0
820.15,1,18,273,83,92,1,47,0,181,1,8802.97,3,0,1,3,5.983333333333333e-10,0
986.81,0,15,91,127,38,2,68,0,127,1,14881.77,3,0,1,3,1.2527777777777778e-10,0
8.37,1,7,410,121,10,0,63,2,135,1,1106.34,0,0,1,3,-6.027777777777778e-11,0
197.49,0,14,629,202,6,2,53,2,30,1,5005.33,1,0,1,3,3.330555555555556e-10,0
637.97,1,27,626,16,65,1,58,2,90,1,7949.03,3,0,1,3,5.333333333333332e-10,0
13.52,1,39,567,202,0,0,26,3,65,1,259.77,0,0,1,3,2.4166666666666666e-10,0
432.1,1,37,257,237,47,0,49,1,240,1,2114.3,3,0,1,3,8.63888888888889e-11,0
375.17,1,13,220,38,52,0,51,1,66,2,5495.3,2,0,1,3,2.1055555555555556e-10,0
642.68,1,14,261,468,33,1,50,0,94,1,8461.46,3,0,1,3,5.333333333333333e-11,0
78.44,0,38,460,403,32,2,52,2,292,1,6870.84,0,0,1,3,5.447222222222222e-10,0
139.72,1,22,499,357,32,1,49,1,201,1,5058.83,1,0,1,3,-3.6111111111111114e-12,0
499.99,1,38,98,566,45,1,31,1,296,1,8885.0,3,0,1,3,3.483333333333333e-10,0
10.07,1,0,477,368,28,2,24,3,49,1,530.81,0,0,1,3,-1.0833333333333333e-11,0
120.62,1,33,23,94,86,0,23,3,85,1,9379.53,1,0,1,3,1.0611111111111111e-10,0
578.49,1,26,448,280,31,1,59,2,180,1,6475.13,3,0,1,3,5.361111111111112e-10,0
119.3,1,23,579,567,57,1,34,1,22,5,319.04,1,0,1,3,4e-10,0
280.92,1,31,309,70,47,2,41,0,168,1,5298.85,2,0,1,3,6.925e-10,0
42.42,1,34,67,489,41,2,21,3,102,1,490.57,0,0,1,3,2.3305555555555556e-10,0
77.03,1,14,661,72,29,0,67,0,259,1,11310.27,0,0,1,3,2.852777777777778e-10,0
22.59,1,39,47,43,59,0,62,2,45,1,3988.75,0,0,1,3,1.2722222222222223e-10,0
568.76,1,3,215,493,96,0,51,2,155,1,7484.32,3,0,1,3,4.294444444444445e-10,0
25.94,0,38,226,428,2,2,58,2,211,5,4815.11,0,0,1,3,5.416666666666667e-10,1
105.94,1,28,515,176,73,1,51,1,207,1,5963.1,1,0,1,3,3.3833333333333335e-10,0
733.29,1,41,598,173,31,0,52,0,94,5,10427.0,3,0,1,3,1.3444444444444446e-10,0
350.15,0,14,228,28,51,0,21,3,195,1,296.47,2,0,1,3,5.872222222222222e-10,0
1151.18,1,18,203,516,54,0,65,0,105,1,1100.06,3,0,1,3,4.294444444444445e-10,0
183.67,1,36,182,525,84,2,19,3,238,1,910.26,1,0,1,3,2.4722222222222223e-10,0
278.27,1,40,139,559,26,1,29,0,123,1,6684.34,2,0,1,3,1.2638888888888887e-10,0
470.3,1,2,675,426,90,0,40,0,88,1,8524.09,3,0,1,3,4.502777777777778e-10,0
261.69,1,30,115,289,41,0,53,2,84,1,5126.65,2,0,1,3,5.822222222222222e-10,0
365.04,1,41,226,557,2,1,22,3,94,1,873.89,2,0,1,3,3.0833333333333337e-11,0
211.1,1,24,633,262,69,1,57,2,136,1,7059.77,1,0,1,3,4.702777777777777e-10,0
21.49,1,10,106,487,49,0,58,0,240,1,11991.24,0,0,1,3,1.9722222222222222e-10,0
63.58,1,8,80,189,92,0,18,3,199,1,8086.04,0,0,1,3,3.8222222222222223e-10,0
321.86,1,35,537,117,4,0,63,0,167,1,12626.49,2,0,1,3,3.708333333333333e-10,0
12.11,1,17,560,471,37,1,75,2,127,1,1730.28,0,0,1,3,6.477777777777778e-10,0
642.54,1,25,643,199,24,1,44,1,28,1,3143.17,3,0,1,3,1.688888888888889e-10,0
210.45,1,19,530,123,10,0,27,3,146,1,1242.49,1,0,1,3,6.575e-10,0
313.65,0,6,280,473,16,1,55,2,173,1,1886.36,2,0,1,3,-2.3333333333333334e-11,0
99.76,1,34,484,411,38,1,26,3,131,1,416.89,1,0,1,3,3.9916666666666663e-10,0
115.32,1,10,643,334,74,1,53,2,113,1,5929.08,1,0,1,3,3.416666666666667e-10,0
33.61,1,25,114,120,13,2,23,3,72,1,479.08,0,0,1,3,3.927777777777778e-10,0
498.59,0,28,586,577,31,2,33,0,32,1,5862.99,3,0,1,3,4.138888888888889e-11,0
98.81,1,37,415,413,46,1,27,3,91,1,797.1,1,0,1,3,4.2833333333333335e-10,0
1.87,1,42,161,388,13,0,65,2,147,1,7287.94,0,0,1,3,4.986111111111111e-10,0
78.92,0,17,116,144,74,2,59,1,95,1,5624.86,0,0,1,3,2.7388888888888886e-10,0
194.29,0,39,297,177,58,1,39,1,10,1,2988.41,1,0,1,3,-2.7777777777777777e-12,0
28.73,1,18,369,580,15,0,53,1,185,1,2712.96,0,0,1,3,5.366666666666667e-10,0
105.53,1,7,2,463,25,2,24,3,88,1,1433.66,1,0,1,3,2.452777777777778e-10,0
737.34,1,24,40,574,5,2,30,0,34,1,7336.56,3,0,1,3,1.2527777777777778e-10,0
237.86,1,30,266,97,43,0,18,3,210,1,475.63,2,0,1,3,1.3888888888888889e-12,0
409.61,1,18,598,288,23,1,65,0,89,1,11698.15,2,0,1,3,3.158333333333334e-10,0
75.53,0,14,579,465,8,2,21,3,157,1,1034.35,0,0,1,3,4.1805555555555554e-10,0
72.75,1,31,398,18,66,0,64,0,15,1,12042.79,0,0,1,3,2.0305555555555554e-10,0
39.11,1,8,235,284,51,2,26,3,143,1,518.54,0,0,1,3,4.2166666666666666e-10,0
1309.79,1,37,245,385,3,0,23,3,139,1,1258.93,3,0,1,3,4.611111111111111e-11,0
729.38,1,20,428,591,92,0,68,0,90,1,9127.65,3,0,1,3,5.688888888888889e-10,0
137.49,1,13,156,430,39,0,34,1,50,1,4471.05,1,0,1,3,3.7027777777777776e-10,0
504.71,1,11,8,370,59,2,29,1,61,1,6214.54,3,0,1,3,1.5222222222222222e-10,0
371.47,0,25,641,395,96,1,24,3,58,1,1187.04,2,0,1,3,2.6222222222222223e-10,0
430.35,1,5,94,348,6,2,36,0,205,1,354.9,3,0,1,3,2.0833333333333332e-11,0
230.32,1,19,264,448,14,1,35,1,56,1,791.46,2,0,1,3,2.097222222222222e-10,0
121.71,1,6,654,523,14,0,52,2,140,1,5878.89,1,0,1,3,3.8000000000000003e-10,0
98.87,1,11,57,355,59,2,20,3,179,1,533.2,1,0,1,3,-2.7777777777777777e-12,0
117.55,1,14,86,416,45,0,24,3,35,1,897.94,1,0,1,3,1.7222222222222223e-10,0
244.64,1,40,168,505,71,1,30,0,103,1,9159.56,2,0,1,3,9.166666666666667e-11,0
321.93,1,26,82,437,91,0,45,1,12,1,4392.73,2,0,1,3,6.216666666666667e-10,0
1092.73,1,8,668,470,63,1,58,2,11,1,1390.98,3,0,1,3,1.8611111111111113e-11,0
283.23,1,12,675,131,60,2,40,1,98,1,2008.77,2,0,1,3,4.3888888888888895e-11,0
346.65,1,42,76,431,61,2,30,1,60,1,6356.96,2,0,1,3,6.852777777777777e-10,0
381.62,1,19,650,249,96,2,64,2,164,1,6009.12,2,0,1,3,-4.0833333333333334e-11,0
388.65,1,28,276,423,64,0,76,2,43,1,7896.85,2,0,1,3,6.666666666666666e-11,0
29.22,1,35,417,433,67,0,24,3,151,1,1649.43,0,0,1,3,3.0250000000000004e-10,0
46.75,1,7,453,285,77,1,67,2,150,1,2840.43,0,0,1,3,3.4083333333333335e-10,0
348.64,1,38,215,94,97,2,57,2,128,1,3274.96,2,0,1,3,2.138888888888889e-10,0
319.17,1,40,429,512,87,2,73,2,81,1,6501.56,2,0,1,3,-1.888888888888889e-11,0
73.95,1,18,325,481,11,0,26,3,76,1,363.92,0,0,1,3,5.633333333333334e-10,0
389.63,1,23,625,155,99,2,27,1,99,1,9748.48,2,0,1,3,4.5e-11,0
217.61,1,6,168,346,24,0,19,3,45,1,1404.53,2,0,1,3,8.666666666666666e-11,0
199.84,1,9,318,443,81,0,21,3,150,1,706.44,1,0,1,3,-2.1388888888888888e-11,0
56.35,1,5,259,199,32,0,44,0,75,1,5095.73,0,0,1,3,5.138888888888889e-11,0
248.95,0,37,439,413,67,1,65,2,29,1,3059.79,2,0,1,3,2.5666666666666666e-10,0
142.58,1,35,627,109,47,0,33,1,145,1,7844.23,1,0,1,3,3.052777777777778e-10,0
1020.73,1,13,656,199,86,0,28,3,87,1,1119.61,3,0,1,3,2.891666666666667e-10,0
84.34,1,22,476,301,38,2,58,2,248,3,5313.97,1,0,1,3,2.402777777777778e-10,0
1607.55,1,31,69,582,30,0,31,1,156,1,6227.99,3,0,1,3,4.4749999999999995e-10,0
333.78,1,36,429,451,56,0,60,2,98,1,6810.94,2,0,1,3,6.127777777777778e-10,0
332.59,1,35,159,197,59,2,55,2,143,1,1457.07,2,0,1,3,3.1416666666666667e-10,0
236.81,1,28,266,255,12,1,22,3,15,1,813.68,2,0,1,3,5.511111111111111e-10,0
417.8,0,30,610,451,65,1,27,3,130,1,1518.82,3,0,1,3,2.775e-10,0
319.27,1,35,168,335,51,0,50,0,150,1,10269.78,2,0,1,3,3.0333333333333337e-10,0
384.1,1,11,480,294,3,1,42,1,172,1,672.79,2,0,1,3,1.7805555555555554e-10,0
820.62,0,14,602,442,83,1,61,0,158,1,6024.8,3,0,1,3,1.0638888888888888e-10,0
474.77,0,16,45,15,72,2,56,1,50,1,2158.59,3,0,1,3,6.438888888888889e-10,0
542.72,0,16,556,400,99,1,43,0,92,1,6011.8,3,0,1,3,4.197222222222222e-10,0
79.8,1,13,461,257,69,0,73,2,76,1,6372.58,0,0,1,3,6.719444444444444e-10,0
46.24,1,36,573,534,42,1,57,1,52,1,2569.56,0,0,1,3,1.2055555555555556e-10,0
327.8,1,37,500,567,53,0,61,0,54,1,10585.48,2,0,1,3,5.708333333333333e-10,0
445.79,1,19,298,321,51,0,52,0,161,1,717.99,3,0,1,3,2.5305555555555554e-10,0
55.89,1,14,446,225,25,2,72,2,150,1,3689.65,0,0,1,3,3.4e-10,0
158.41,1,34,120,253,12,1,28,3,16,1,1512.16,1,0,1,3,1.1111111111111111e-11,0
101.19,0,10,507,534,32,2,64,0,75,1,14389.45,1,0,1,3,5.794444444444445e-10,0
827.14,1,12,625,343,17,1,36,1,265,4,9800.21,3,0,1,3,2.7777777777777777e-12,0
61.97,1,31,470,6,55,0,74,2,95,1,7014.69,0,0,1,3,1.9000000000000002e-10,0
27.21,1,38,680,380,49,0,79,2,102,1,3520.61,0,0,1,3,2.9833333333333334e-10,0
173.74,1,15,125,181,73,2,80,2,64,1,4913.42,1,0,1,3,3.788888888888889e-10,0
176.11,1,38,549,557,90,1,38,1,105,1,9155.35,1,0,1,3,3.416666666666667e-10,0
88.4,1,13,110,38,64,2,46,1,174,1,2567.53,1,0,1,3,5.386111111111111e-10,0
567.92,1,8,346,338,41,2,53,2,14,1,3779.47,3,0,1,3,2.1944444444444443e-10,0
138.11,0,31,221,299,0,2,68,2,104,1,4177.65,1,0,1,3,6.486111111111112e-10,0
456.93,0,41,570,342,5,1,28,1,193,1,7284.76,3,0,1,3,4.544444444444445e-10,0
101.42,1,1,190,40,35,2,66,2,146,1,6530.59,1,0,1,3,1.1361111111111112e-10,0
300.61,1,12,84,195,5,2,44,0,51,1,7895.54,2,0,1,3,1.2833333333333333e-10,0
265.94,1,4,564,22,84,2,54,1,132,1,6781.3,2,0,1,3,2.788888888888889e-10,0
345.54,1,36,53,343,49,2,29,1,50,1,2091.78,2,0,1,3,-3.4444444444444446e-11,0
411.52,1,20,477,459,22,0,41,0,88,1,11108.39,2,0,1,3,-2.638888888888889e-11,0
111.21,1,32,386,344,75,1,35,0,111,1,9088.36,1,0,1,3,3.3638888888888885e-10,0
316.37,1,7,581,352,87,0,53,1,86,1,4671.69,2,0,1,3,4.197222222222222e-10,0
260.63,1,13,547,406,4,1,37,1,142,1,7534.73,2,0,1,3,6.352777777777778e-10,0
92.36,1,9,580,385,91,0,29,1,144,1,6353.14,1,0,1,3,1.363888888888889e-10,0
262.06,1,28,393,434,28,1,63,0,118,1,13587.52,2,0,1,3,4.044444444444444e-10,0
64.5,1,10,75,232,61,0,74,2,230,1,1351.24,0,0,1,3,3.9138888888888886e-10,0
253.55,1,17,110,427,6,0,28,1,85,5,2797.26,2,0,1,3,-2.5555555555555557e-11,0
408.28,0,26,618,118,27,1,21,3,125,3,1222.77,2,0,1,3,8.250000000000001e-11,0
175.94,1,16,423,441,43,0,57,2,89,1,3728.04,1,0,1,3,2.6972222222222226e-10,0
199.47,1,11,568,548,40,2,57,0,142,1,6067.44,1,0,1,3,4.0055555555555555e-10,0
51.07,1,9,112,186,16,1,63,2,133,1,4292.16,0,0,1,3,-5.3055555555555555e-11,0
435.86,1,17,455,134,74,0,56,2,134,1,3801.82,3,0,1,3,6.441666666666667e-10,0
74.73,0,17,549,570,8,1,64,2,162,1,6353.22,0,0,1,3,1.888888888888889e-11,0
182.79,0,21,482,405,12,2,23,3,14,1,1251.85,1,0,1,3,5.552777777777777e-10,0
628.36,1,2,400,284,4,2,44,0,108,1,11869.71,3,0,1,3,1.888888888888889e-11,0
268.39,1,35,218,540,20,2,29,0,177,1,9409.43,2,0,1,3,1.0555555555555557e-11,0
362.27,1,17,72,507,50,0,80,2,47,1,6003.59,2,0,1,3,2.1972222222222222e-10,0
560.15,0,22,476,577,58,2,50,1,92,1,817.83,3,0,1,3,3.463888888888889e-10,0
351.99,1,6,496,145,0,0,80,2,45,2,3663.64,2,0,1,3,2.1666666666666667e-10,0
132.36,1,7,198,425,93,1,28,3,160,1,319.65,1,0,1,3,7.888888888888888e-11,0
24.77,0,26,434,365,1,2,40,1,17,1,478.23,0,0,1,3,5.611111111111111e-10,0
668.67,1,11,662,243,18,2,44,0,143,4,13446.81,3,0,1,3,5.861111111111111e-10,1
80.24,0,27,586,266,15,1,53,0,58,1,8012.81,0,0,1,3,1.5694444444444444e-10,0
8.65,1,23,103,348,59,0,68,2,198,1,4201.22,0,0,1,3,5.222222222222222e-10,0
178.91,1,29,40,404,34,0,18,3,19,1,8870.89,1,0,1,3,1.338888888888889e-10,0
115.22,1,37,181,521,62,1,27,1,108,1,906.2,1,0,1,3,6.094444444444445e-10,0
161.63,1,38,606,400,76,2,46,0,276,1,9286.37,1,0,1,3,6.48888888888889e-10,0
542.75,0,26,621,545,44,1,70,2,63,1,2224.08,3,0,1,3,6.183333333333334e-10,0
317.47,0,34,59,62,82,2,67,0,16,1,14639.28,2,0,1,3,1.9444444444444444e-10,0
280.99,1,15,359,28,95,1,45,1,29,1,9733.59,2,0,1,3,7.972222222222223e-11,0
24.19,1,36,97,245,60,0,29,1,28,1,2756.2,0,0,1,3,5.3055555555555555e-11,0
586.85,1,23,498,248,13,0,36,0,86,1,6655.15,3,0,1,3,3.2361111111111115e-10,0
372.41,1,36,350,339,87,0,55,2,143,1,3233.87,2,0,1,3,3.125e-10,0
63.17,1,14,627,45,38,0,20,3,148,1,1676.57,0,0,1,3,3.644444444444445e-10,0
383.69,1,7,131,24,63,2,54,1,285,1,8371.11,2,0,1,3,5.144444444444445e-10,0
247.17,0,6,80,470,95,1,65,2,149,1,2611.64,2,0,1,3,2.3972222222222226e-10,0
48.78,0,18,70,39,5,1,18,3,136,1,552.06,0,0,1,3,3.5e-10,0
4.15,0,29,208,197,18,1,60,2,119,1,6017.36,0,0,1,3,4.95e-10,0
60.99,1,28,631,453,36,1,34,1,58,1,7281.46,0,0,1,3,3.6805555555555556e-10,0
408.19,1,23,355,261,37,1,26,1,241,1,6847.47,2,0,1,3,6.313888888888889e-10,0
524.6,1,12,575,434,1,1,58,0,76,1,13017.7,3,0,1,3,1.2805555555555556e-10,0
108.96,1,25,234,451,69,0,26,3,247,1,7597.66,1,0,1,3,5.261111111111111e-10,0
70.03,1,26,4,276,72,1,63,2,49,1,7330.31,0,0,1,3,6.452777777777777e-10,0
124.84,1,21,620,232,50,2,52,2,79,1,6711.78,1,0,1,3,4.138888888888889e-10,0
324.04,1,41,622,11,42,0,54,2,30,1,2248.06,2,0,1,3,3.1527777777777774e-10,0
39.69,1,2,522,357,88,2,70,2,163,1,3524.68,0,0,1,3,1.8694444444444444e-10,0
157.7,0,29,74,326,18,1,58,1,46,1,8332.58,1,0,1,3,5.622222222222222e-10,0
81.27,0,39,222,306,50,2,22,3,68,1,1814.48,0,0,1,3,5.138888888888889e-10,0
193.82,1,18,514,170,41,1,37,1,176,1,3886.77,1,0,1,3,1.0805555555555555e-10,0
16.73,1,29,640,316,21,2,79,2,165,1,7591.13,0,0,1,3,6.086111111111111e-10,0
474.05,1,38,623,369,30,0,57,2,214,1,1484.31,3,0,1,3,3.3861111111111115e-10,0
39.21,1,24,58,20,92,0,66,0,245,4,9385.57,0,0,1,3,1.4527777777777778e-10,1
637.75,1,9,544,242,27,1,79,2,152,1,4202.92,3,0,1,3,3.3166666666666666e-10,0
153.59,0,32,262,314,0,1,66,2,174,1,4813.12,1,0,1,3,1.7138888888888887e-10,0
186.6,1,40,537,240,85,1,18,3,139,1,9716.68,1,0,1,3,4.930555555555555e-10,0
644.08,1,1,362,473,17,2,24,3,55,1,1980.62,3,0,1,3,2.175e-10,0
226.66,1,2,624,174,0,1,41,0,168,1,10216.25,2,0,1,3,6.666666666666666e-10,0
305.0,1,31,590,294,2,0,22,3,222,1,944.83,2,0,1,3,5.275e-10,0
233.1,0,26,456,411,10,1,42,0,37,1,7469.2,2,0,1,3,-5.805555555555556e-11,0
793.13,1,22,501,220,34,2,68,0,76,1,13389.16,3,0,1,3,1.811111111111111e-10,0
224.19,1,15,259,440,16,0,52,0,93,1,8475.47,2,0,1,3,4.763888888888889e-10,0
214.83,0,40,222,316,8,0,23,3,63,1,991.69,2,0,1,3,6.5e-11,0
163.46,0,3,148,414,36,1,63,2,111,1,6953.8,1,0,1,3,3.8416666666666663e-10,0
194.99,1,17,427,220,96,1,34,1,91,1,1370.03,1,0,1,3,6.138888888888889e-10,0
23.4,1,12,78,520,26,0,46,0,175,4,14851.28,0,0,1,3,5.722222222222222e-11,1
227.5,1,34,221,93,54,2,34,0,277,1,11505.35,2,0,1,3,5.3888888888888886e-11,0
259.9,1,28,534,111,82,2,26,3,100,1,914.28,2,0,1,3,3.0222222222222225e-10,0
59.51,0,9,256,557,85,2,36,0,55,1,9955.88,0,0,1,3,8.111111111111112e-11,0
50.63,1,8,303,566,44,2,64,2,143,1,4732.81,0,0,1,3,1.6611111111111112e-10,0
1074.95,1,17,654,203,88,1,20,3,91,1,530.86,3,0,1,3,2.2138888888888888e-10,0
112.94,0,35,258,119,90,2,73,2,31,1,3807.84,1,0,1,3,6.06388888888889e-10,0
11.81,1,31,286,585,71,0,21,3,131,1,320.25,0,0,1,3,8.333333333333333e-11,0
329.14,1,34,153,481,17,1,55,0,14,1,12033.92,2,0,1,3,5.561111111111111e-10,0
154.24,1,23,127,357,48,0,61,2,82,1,6109.55,1,0,1,3,5.458333333333333e-10,0
233.44,1,6,322,409,36,2,20,3,297,1,1691.88,2,0,1,3,1.3055555555555555e-11,0
141.8,1,6,45,241,87,0,18,3,116,1,1697.67,1,0,1,3,5.663888888888889e-10,0
209.03,1,11,357,224,11,1,55,1,126,1,8359.5,1,0,1,3,4.5166666666666666e-10,0
1137.63,1,3,477,338,73,0,26,3,144,1,1629.12,3,0,1,3,5.638888888888889e-11,0
261.14,1,35,212,245,39,0,42,1,162,1,6100.08,2,0,1,3,2.0527777777777778e-10,0
101.81,1,13,204,176,86,0,45,0,105,1,13872.03,1,0,1,3,2.5277777777777775e-10,0
98.71,1,13,268,529,69,0,32,0,117,1,10095.23,1,0,1,3,4.663888888888889e-10,0
87.38,1,1,344,385,53,1,21,3,252,1,1504.99,1,0,1,3,6.944444444444444e-11,0
83.39,1,29,68,97,41,1,32,0,158,1,13182.11,1,0,1,3,3.8416666666666663e-10,0
267.55,1,5,136,214,83,2,46,1,40,1,4330.04,2,0,1,3,2.086111111111111e-10,0
870.05,1,12,96,538,76,0,29,0,39,1,905.25,3,0,1,3,3.7583333333333333e-10,0
154.32,0,40,54,533,14,0,38,1,269,1,6972.5,1,0,1,3,6.077777777777778e-10,0
164.51,1,21,103,259,55,1,78,2,110,1,3553.69,1,0,1,3,2.7388888888888886e-10,0
758.12,1,37,398,230,27,0,69,2,90,1,6164.65,3,0,1,3,2.6083333333333336e-10,0
103.76,1,18,647,530,84,2,28,1,188,1,9626.14,1,0,1,3,8.250000000000001e-11,0
583.92,1,18,414,393,23,2,55,1,139,1,6364.14,3,0,1,3,3.8916666666666667e-10,0
204.06,1,42,665,146,68,2,77,2,159,1,4351.83,1,0,1,3,-1.5277777777777778e-11,0
53.51,1,27,651,101,29,2,56,2,165,1,5773.5,0,0,1,3,4.844444444444444e-10,0
1108.46,1,20,341,445,45,1,30,1,262,1,9257.04,3,0,1,3,4.4861111111111113e-10,0
52.95,0,5,632,140,60,2,68,2,14,1,6335.58,0,0,1,3,3.7944444444444444e-10,0
120.17,1,32,51,441,22,0,49,0,105,1,5403.79,1,0,1,3,3.1527777777777774e-10,0
220.8,1,16,515,6,20,2,31,1,28,1,8135.31,2,0,1,3,4.0555555555555553e-10,0
119.01,1,30,403,111,68,0,45,0,87,1,9798.26,1,0,1,3,9.361111111111112e-11,0
183.32,1,33,435,187,40,0,21,3,74,1,137.42,1,0,1,3,1.8444444444444445e-10,0
858.88,1,17,374,130,84,2,60,1,227,1,7015.46,3,0,1,3,3.375e-10,0
11.46,0,37,304,83,91,2,41,1,128,1,2356.71,0,0,1,3,3.0833333333333337e-11,0
61.37,1,8,73,471,0,1,75,2,164,1,4294.44,0,0,1,3,-1.0277777777777777e-11,0
103.08,0,25,294,505,95,1,49,1,150,1,9251.38,1,0,1,3,1.0638888888888888e-10,0
1.21,1,1,355,584,38,1,55,2,196,1,7542.74,0,0,1,3,3.4416666666666667e-10,0
425.18,0,7,479,526,50,2,26,1,172,1,9880.71,3,0,1,3,4.808333333333334e-10,0
60.96,1,7,88,240,64,0,52,2,238,1,6189.24,0,0,1,3,4.975e-10,0
64.21,1,29,510,94,27,0,51,0,37,1,12540.18,0,0,1,3,-3.472222222222222e-11,0
523.02,1,17,669,75,9,2,53,2,83,1,4586.11,3,0,1,3,2.5055555555555555e-10,0
50.26,1,19,260,459,54,1,65,2,164,1,1519.38,0,0,1,3,5.183333333333333e-10,0
110.08,1,11,543,321,58,1,19,3,95,1,1447.26,1,0,1,3,5.802777777777778e-10,0
54.47,0,30,419,266,99,1,23,3,34,1,1131.42,0,0,1,3,5.175e-10,0
79.76,1,18,108,361,42,2,68,0,115,1,10278.75,0,0,1,3,1.4388888888888887e-10,0
16.79,0,11,306,314,22,2,30,0,146,1,535.15,0,0,1,3,5.069444444444445e-10,0
1531.31,1,36,308,569,77,2,18,3,62,4,859.86,3,0,1,3,5.552777777777777e-10,1
68.62,1,29,43,202,90,1,29,0,157,1,13891.47,0,0,1,3,2.588888888888889e-10,0
